"","60F_Avg","60M_Avg","48F_Avg","48M_Avg","36F_Avg","36M_Avg","18F_Avg","18M_Avg","7F_Avg","7M_Avg"
"gene-ANKRD23|ANKRD23",218,386.666666666667,185.4,351,210.2,300,304.2,180.4,235.4,212
"gene-HSPA8|HSPA8",4605.4,4875,5365.8,5912.8,3690,4883.8,3604.6,3248.4,872.4,1154.4
"gene-LOC137097364|LOC137097364",9,20.6666666666667,17,8.8,4.2,7.4,7.4,6.6,4,7.2
"gene-CGGBP1|CGGBP1",165,362,180.8,276,284.2,261.6,308,277.2,305.2,234.6
"gene-PGM5|PGM5",447,1100,583.4,1186.8,704,1172.8,1202.4,915.8,1181.4,1220.6
"gene-SGF29|SGF29",13310.8,9868.66666666667,9969,9533,11436.8,6583,7215.4,3881.6,8247.8,6370.4
"gene-MMP9|MMP9",598.6,712,921.4,1113.6,414.6,730.2,1453.6,782.2,179.2,206.2
"gene-LOC137096752|LOC137096752",0.2,0,0,0,0,0,0,0,0,0
"gene-AKT3|AKT3",118.2,508.333333333333,151.6,556.4,190.6,303,285.2,221.6,191,148
"gene-LOC132765991|LOC132765991",25.4,58.6666666666667,31.8,55.4,52.2,72.2,91,80.2,80.8,81
"gene-RNF26|RNF26",126.2,349,205.4,346.2,267,296,421,201.2,768.4,441
"gene-LOC132779108|LOC132779108",425.4,391.666666666667,281.2,536.8,386.4,563.8,807.2,656.6,436,598.6
"gene-LOC132782013|LOC132782013",729.2,1605.33333333333,770.2,1864,1399.8,1983.6,1596.6,1781.4,763.2,741
"gene-CCDC66|CCDC66",247.4,361.333333333333,211.2,319,257,283.6,345,271.4,281.4,242.6
"gene-LOC132763960|LOC132763960",0,0,0,0,0.2,0,0.2,0,0,0
"gene-ZNF653|ZNF653",426.6,861,470.8,743,633.6,1028.6,1090.8,718,969.4,860.6
"gene-SIRT4|SIRT4",168.4,216.666666666667,231.2,222.6,184.4,209.2,304.2,162,333.6,239.6
"gene-LOC132762252|LOC132762252",0,0.333333333333333,0,0,0.2,0,0.2,0,0.2,0
"gene-LOC132771645|LOC132771645",1739.4,1642.66666666667,1041,1309.2,2321.4,1672.8,1529.2,1337.6,2335.4,1407.4
"gene-LOC132777755|LOC132777755",1022.4,5420.66666666667,1853.8,4925.4,1073.2,2397.6,2802.4,1896.6,335.8,380.2
"gene-LOC137097352|LOC137097352",109.4,154,134.4,180.2,109.4,206.2,191.4,148,194.4,221.8
"gene-POLR3E|POLR3E",430.4,349,401.8,499,400.4,396.4,410.2,377.2,317.6,285.4
"gene-SPACA6|SPACA6",0.4,0,0,11,0.2,0,1.2,1.8,0,0
"gene-C2H12orf57|C2H12orf57",675.2,1297.66666666667,869.4,1610.2,1321.8,1271.6,1101,1200.6,964.8,767.6
"gene-LOC137096617|LOC137096617",0,0,0,0,0,0,0,0,0,0
"gene-ENTPD1|ENTPD1",382.8,1099.66666666667,488.2,870,391.2,462.8,560,548,424,340.4
"gene-LOC132782141|LOC132782141",89.8,152,132.4,208.8,138.4,188.6,221.4,165.2,234.4,178.4
"gene-AFF1|AFF1",2102.2,2529,1843.2,1806,2466.8,2659,3056.8,2493,2651.8,2308.4
"gene-LOC132761840|LOC132761840",0,0,0,0,0,0,0,0,0,0
"gene-CPSF2|CPSF2",482.8,1131.33333333333,739.2,1072,817.8,1215.8,1030.8,796.2,857.4,836.6
"gene-LOC132769545|LOC132769545",0.6,0.333333333333333,0,0.2,1,0,0.2,0.8,0.2,0.6
"gene-LOC132766493|LOC132766493",0,0,0,0,0,0,0.8,0,0,0
"gene-NOC2L|NOC2L",914.6,1027,871.2,958.2,846.8,1124.6,916.2,874.8,1093.2,875
"gene-ANKRD16|ANKRD16",40.4,75.3333333333333,49.2,109.8,92.6,114.6,111.6,48.8,55.2,46.6
"gene-LOC132763315|LOC132763315",14.2,7.66666666666667,9,10.8,20.2,21,17.8,13,16.4,10
"gene-LOC137095070|LOC137095070",1,0,0,0,1,0,15.4,1,0.2,0
"gene-TGFBR1|TGFBR1",843.2,1571.33333333333,895.6,1280.2,1257.8,1473.2,2200.4,1688.2,1660,1311.2
"gene-LOC132781957|LOC132781957",1822.6,2287.66666666667,1803.2,1952.6,2274.2,2212.4,3472,2198.2,4678.6,2136
"gene-LOC132774542|LOC132774542",45,124.333333333333,77.8,232.8,66.4,21.2,103.2,155.2,22.4,155.4
"gene-DYNLL1|DYNLL1",5234,5467,8306,9264,6467.4,4895.6,6886.4,5376.2,8392.4,11039
"gene-LOC132782371|LOC132782371",0,0,0,0,0,0,0,0,0,0
"gene-PIERCE1|PIERCE1",1.2,0,0.6,0,1.2,0,0,0,0,0
"gene-CHRNG|CHRNG",1.8,1,0,4.4,1.8,0,1,2.6,0.6,0.8
"gene-LOC132780157|LOC132780157",20.6,81,26.8,175.2,26,78.2,74.2,33.2,10.8,11
"gene-IL12RB1|IL12RB1",21.2,20,6.8,30.8,18,33.4,23.4,6.4,1.4,5.8
"gene-GMPR2|GMPR2",278,745.666666666667,510.2,824,889.4,840.6,803,449.4,358.2,205.8
"gene-TRNAR-UCG-2|TRNAR-UCG",0,0,0,0,0,0,0,0,0,0
"gene-ZFHX4|ZFHX4",341.4,491.666666666667,365.8,415.4,507.8,451,572.4,492.2,697.2,547.8
"gene-NDNF|NDNF",69.4,98.6666666666667,30.6,71.2,35.4,20.2,44.2,47,64.6,81.4
"gene-DPYSL5|DPYSL5",0,0,4.2,0.8,1.8,0,4,21.2,4.4,13.8
"gene-VEGFB|VEGFB",1126.4,796.666666666667,560.6,549.8,763.6,659.4,3207.4,1244,2251.6,1576
"gene-MYO5A|MYO5A",837.8,4418.33333333333,1285.2,5239.4,1355.8,3364,1819.4,781.2,146.4,130.6
"gene-LOC132781242|LOC132781242",128.2,335,130,414.2,247.2,577.6,653,523,622.2,764.8
"gene-INTS7|INTS7",286.2,279.333333333333,306.6,409.6,337,398.8,317.4,175,244.8,286
"gene-NOX5|NOX5",0.6,1.33333333333333,25.8,0,0,0,0.6,0,1.2,0
"gene-LOC137095764|LOC137095764",0,0,0,0,0,0,0.2,0.2,0.2,0
"gene-MBP|MBP",185.2,456,260.2,507,245.8,418.2,520,378.6,556.4,385.4
"gene-LOC137097839|LOC137097839",99.8,107,105,21.4,18.4,147.6,33.4,25,78,66.8
"gene-PERM1|PERM1",6,0,0,0,5.6,0.4,6.2,0,10.4,0
"gene-SLC16A2|SLC16A2",435.8,756.333333333333,685.2,907,1175.4,1809.4,1569.8,1843,1314.4,1426.4
"gene-MTUS2|MTUS2",0,1.33333333333333,57.4,1.4,0,0.6,1.8,73.4,0.6,1.2
"gene-LOC132764637|LOC132764637",0,0,0,0,0.6,0,0,0,0,0
"gene-NUP133|NUP133",357.4,433,392.8,561,464.2,537,605.2,366.8,626.8,406.6
"gene-GLRX|GLRX",485.2,1042,847.6,1760.8,785.4,1106.2,829.8,780.4,712.8,772.8
"gene-TCHP|TCHP",180,266,226.8,275.2,316.4,312.8,391.4,217.8,494.2,256.2
"gene-CPLX3|CPLX3",0,0,0,0.6,0,1.4,0,0,0,0
"gene-LOC132776036|LOC132776036",336,526.333333333333,427.4,761.2,705.4,428.4,609.2,489.6,522.4,418.8
"gene-NUDCD3|NUDCD3",1315,1675.33333333333,1851.4,2188.6,1758.4,1679.8,1798,1632.8,1482.4,1655.6
"gene-LOC132770042|LOC132770042",0.6,2,2.6,3,0.4,0.2,1.2,0.4,2.2,0
"gene-TBX10|TBX10",4.4,2.66666666666667,0.6,9,0,7,0.4,2,7.2,3.6
"gene-THOC6|THOC6",241.8,319.333333333333,287.2,377,322.8,356.6,427.8,341.8,544,356
"gene-HRH1|HRH1",0,7,0,4.8,0.6,1.4,0,0,0,0
"gene-SSR1|SSR1",9437.2,15248.6666666667,16844.4,17812.6,12700.8,13264.4,16312.6,16268.8,17651.6,21988.6
"gene-TMEM250|TMEM250",371,419,379.8,457,416,477.6,423,403,561.2,500
"gene-LOC132781513|LOC132781513",32.8,142.666666666667,4,39,16,73.6,5.4,9.6,3.8,2.4
"gene-LOC132781285|LOC132781285",263.6,612,431.8,518.2,397.4,538,440.8,416.6,591,494.4
"gene-LOC132766099|LOC132766099",293.2,413,310.6,392.4,353.2,349.8,358,310.2,305.8,255.2
"gene-LOC137097815|LOC137097815",98.6,118,113.2,20.4,18.8,198.2,34,26.6,83.6,67
"gene-LOC137095008|LOC137095008",18462.2,18572.6666666667,13917.2,20701.6,20604.6,19633.6,19509.8,20840,17992.2,22241.6
"gene-SLC28A3|SLC28A3",114,141.333333333333,54.6,218.2,31.4,183.8,38.6,75,13.4,35.2
"gene-XPR1|XPR1",932.4,2432.66666666667,1152.2,1462,1391.6,1914.6,2312,1789.8,2166.6,1577.8
"gene-ASCL4|ASCL4",0,0,0,0,0,0.8,0,0,0,0.8
"gene-LOC137094930|LOC137094930",184.2,382.333333333333,186.8,288.8,349.2,452.2,456.6,365,272,195.2
"gene-TRPV2|TRPV2",433,1429,575.8,1729.2,531.6,1016.6,954.4,448.2,152.6,104.4
"gene-OAS1|OAS1",10.6,111.333333333333,0.6,11.2,13,32.4,7,13.8,1.4,11.2
"gene-LOC137095704|LOC137095704",0,0,0,2,0,0.8,0,0,0,0
"gene-LOC132777469|LOC132777469",0,1.66666666666667,0,2.8,2.2,0,0,0.6,3.4,0
"gene-SMC1B|SMC1B",125.6,311.333333333333,70,294.6,62.2,822.8,67.8,91,97.4,663
"gene-COPZ2|COPZ2",1495,1460.33333333333,2788.2,1792.2,1700.8,1354.2,1586.6,1099.8,1608.4,2237.4
"gene-RHBDL2|RHBDL2",1059,664.666666666667,916,747.6,905.2,514.8,607.8,310.4,481.6,417.4
"gene-TAS1R2|TAS1R2",0,34.6666666666667,3.2,4.8,6.8,157.6,2.8,33.6,3.4,1.8
"gene-LOC132781555|LOC132781555",1128,1502.33333333333,1131.4,2154.6,1362.8,2141.4,1675.8,1492,2463.8,3256.8
"gene-HDX|HDX",45.2,94.6666666666667,52.8,70.4,57.6,63.2,103.4,89.4,75.2,64.6
"gene-LOC132768225|LOC132768225",355.6,727,1167.4,1904.6,551.2,892.8,1087.8,486.6,2765.4,2974
"gene-IPO4|IPO4",1075,1614.66666666667,1299.4,1525,1345.8,1694,2238.4,1773.2,2298.8,1863.4
"gene-LOC132769500|LOC132769500",0,0,0,0,0.2,0.8,0,0,0.4,0
"gene-LOC132768522|LOC132768522",1195.2,2498,1978.8,2353.6,1839.4,1978.2,2516,3183.8,3718.4,3777.8
"gene-LPL|LPL",811.8,8294,1368.4,4863.6,291.4,2585.8,1304,5675,994.8,3795.8
"gene-TBC1D25|TBC1D25",362.6,582,352.4,649.4,413.4,569.6,789.8,555.2,632.8,465.2
"gene-ST8SIA1|ST8SIA1",27,71.3333333333333,19.8,60,63.2,44.2,51.8,42.6,46.8,30.4
"gene-RPH3AL|RPH3AL",77.4,174.666666666667,95.6,90.8,140.6,126,405.4,186.6,658,200
"gene-LOC132774843|LOC132774843",133.4,51.3333333333333,71,37,78.8,44.2,54.8,78.4,33.4,33.6
"gene-LOC137094921|LOC137094921",0,12.3333333333333,2.2,1,2.2,10.2,3.4,25.6,3.2,9.4
"gene-LOC132768382|LOC132768382",0,0,0,0,0,0,0,0,0,0
"gene-MAN1C1|MAN1C1",6055.4,5312.33333333333,4789,3826.2,4105,3748.6,5650.8,3581.4,5008.2,3818
"gene-SON|SON",1313.2,1479.33333333333,1047.2,1419.8,1617.8,1704.2,1522,952.2,1253.2,1008
"gene-LGR6|LGR6",1,6,2.6,1.6,3,5.8,5.2,3.4,18.8,14.6
"gene-NID2|NID2",163.6,1308.33333333333,436.2,1066,532,1365.8,930.8,1578.8,1245,1375.8
"gene-PTGS1|PTGS1",313.6,210.666666666667,193,358.2,257.4,375,352.6,215.8,230.6,227.8
"gene-IGFALS|IGFALS",3258.2,6401,3281.2,5515.6,3679.4,6528.2,3204.8,6463.8,4881.2,8619.6
"gene-ZNF335|ZNF335",147.4,408.333333333333,324.8,416.4,261.6,528.6,460.2,335.4,801.4,516.6
"gene-LOC132764269|LOC132764269",0,0,0,0,0,0,0.8,0,0,0
"gene-LOC137097154|LOC137097154",0,0,0,0,0,0,0.2,0,0,0
"gene-SMARCD1|SMARCD1",1324.4,1755.66666666667,1123.6,1954.2,1585.8,2322,2835,1987.4,2581.8,1966.2
"gene-LOC132765107|LOC132765107",405.6,637.666666666667,282.6,553.8,472,483.6,686.2,576.4,678.2,426
"gene-ZNF865|ZNF865",667.6,1446.33333333333,685,1200.8,777.2,1148.2,1438.2,1251,1447,921
"gene-FSHB|FSHB",0,0,0,0,0,0,0,0,0,0
"gene-MAP3K21|MAP3K21",675.2,1545,607.4,1031.2,1031.6,1246.6,1102.8,931.2,876.6,637
"gene-LOC137096820|LOC137096820",0,0,0,0.8,1.2,0,0,0,0,0
"gene-LOC132780545|LOC132780545",0,0,0,0.4,0,0,0,0,1.2,0
"gene-STMN4|STMN4",0,0,0,0,0,1.2,1,0,0,0
"gene-FAM163B|FAM163B",0.4,5,0.6,0.6,0,0.2,0.6,0.6,1.4,0
"gene-LOC132765843|LOC132765843",105.6,287,175,286.4,168.8,246.4,316.2,232.2,334.8,223.6
"gene-TESC|TESC",163.6,128.666666666667,106.4,254.6,247,121,130.6,156.4,71.6,57
"gene-GPR75|GPR75",2.2,6.33333333333333,6.2,21,1.6,7.6,3.6,6.8,0,0
"gene-LOC137096092|LOC137096092",0.4,0,0,0.8,0,1.2,0,0.8,1.2,0
"gene-TRIM65|TRIM65",193.4,324.333333333333,243,472.6,256.4,322.6,487.8,245.2,295.4,228.8
"gene-UBL4B|UBL4B",13.6,8,5.4,1.8,2.4,1.6,4.2,8.4,3,2.4
"gene-STARD7|STARD7",2062.2,3456,2105.6,3484.8,2742.2,3452.8,4340.4,4033.4,4793,3417.6
"gene-IDE|IDE",2031.8,4225.33333333333,3438.6,5162.6,2588.6,4414.6,3657.4,3389,2598.2,2780
"gene-LOC137097554|LOC137097554",39.8,55.3333333333333,46.4,53,47.4,71.4,82.2,61.6,60,70.8
"gene-LOC137095500|LOC137095500",0,7,3.4,8.6,1.8,6.6,6.8,3.6,9.2,1.4
"gene-NIPSNAP2|NIPSNAP2",861.2,1806.33333333333,1134,2530.2,1126.2,1603.8,1460,966.2,748.2,880.4
"gene-GARRE1|GARRE1",113.8,486.666666666667,204.4,460.6,238,448.4,726,521.4,474.6,384.8
"gene-LOC137097088|LOC137097088",0,0,0,0,0,0,0,0,0,0
"gene-LOC137096477|LOC137096477",0,0,0,0,0,0,0,0,0,0
"gene-FBRSL1|FBRSL1",3843.6,2857,2193.6,2728.4,2573.8,3372.8,3963.8,3079.4,2667.4,2471.2
"gene-LOC132768296|LOC132768296",25,53,32.6,87.6,11.2,45.6,17.8,13.8,4.4,7.2
"gene-LOC132779528|LOC132779528",0,0,3.8,0,0,0,0,2.2,0,0
"gene-HAUS8|HAUS8",80.6,120,104.6,201.2,148.2,173.8,154.4,75.8,306.2,151.4
"gene-LOC137095944|LOC137095944",1.4,0.666666666666667,0.4,0.4,0.2,1.4,0.6,1.2,0.4,0
"gene-LOC137096492|LOC137096492",24.2,26,28.2,23.8,10.6,12.2,23.4,42.6,25.6,41.6
"gene-SLC38A8|SLC38A8",16.4,0,4.4,0,0,0,0,0,0,0
"gene-LOC132764747|LOC132764747",0,0,0,0,0,0,0,0,0,0
"gene-LOC132782030|LOC132782030",664.4,897.666666666667,643,834.2,924.4,798,1024.2,655.8,1193.2,889.2
"gene-TPGS1|TPGS1",126,202,171.2,213.8,230.8,187.8,249.6,139.8,260.4,132
"gene-LOC137097082|LOC137097082",0,0,0,0,0,0,0,0,0,0
"gene-KEAP1|KEAP1",1847.2,2591,2125.8,2834.6,2244.4,2393.4,3049,2884.8,2551.6,2624.8
"gene-LOC132766728|LOC132766728",106.8,117.333333333333,47,68.2,50.8,57.8,46.2,96.6,31.4,15.6
"gene-LOC132761975|LOC132761975",7.2,6,6.8,8,6.4,5.8,6.2,6,9,4.8
"gene-C1QTNF7|C1QTNF7",8.4,26.3333333333333,5.4,19.8,13,16.2,25.2,25,21.4,25
"gene-LOC132768632|LOC132768632",2206.4,2572.66666666667,1941.2,2608.4,2492,2395.6,3067.6,2431.8,3145.4,3246
"gene-SLC23A3|SLC23A3",156.8,140.666666666667,167.8,185,268.2,310.2,745.6,666,210.6,320
"gene-LOC132782790|LOC132782790",48.6,32.6666666666667,10.8,39,6.6,80.2,43.8,76.2,28.6,134.8
"gene-PVALB|PVALB",1.6,0,0.6,4.4,10.4,1.4,0.6,2.4,5.2,2.4
"gene-CEBPZ|CEBPZ",656.2,872.666666666667,730.4,918,689.4,892.8,938.2,685.2,592.6,493
"gene-FAM53C|FAM53C",411.4,432.333333333333,267,435.6,464.4,423.8,543,341.2,485.2,431.4
"gene-LOC137097831|LOC137097831",17018.4,19246,27970.4,24972.2,17561,107585.6,31215.6,26365.6,22857.2,42423.8
"gene-CTDNEP1|CTDNEP1",446.6,674,656.2,884.6,609.6,724.8,743.4,588.8,619.4,688.8
"gene-CNTNAP5|CNTNAP5",21.6,119.666666666667,29.8,57.2,45.2,31,42.6,53.2,60.4,62.4
"gene-MMGT1|MMGT1",1037,1466.33333333333,1150.2,1525,1086.4,1280.4,1495.8,1401.6,1324.8,1162.6
"gene-LOC132765222|LOC132765222",71.6,103.666666666667,77.4,149.4,93.8,73.6,128.2,36.4,47.6,37.6
"gene-SYNM|SYNM",48,112,44.8,195.8,118.4,198,306.4,181.6,120.2,106.4
"gene-PGRMC1|PGRMC1",5126.4,20076.3333333333,8395.6,19576.6,7684.4,21476.4,23585.4,28392.4,27175.8,40547.2
"gene-GCNA|GCNA",19,38,35.8,27.4,69.4,86.8,82.6,44,277.6,98.6
"gene-EXOC3|EXOC3",568.4,1281.33333333333,785.4,1237,1022.6,1048,1386.8,977.2,1393,1086
"gene-TRAFD1|TRAFD1",968.6,1125.66666666667,981.2,1222.6,1206.6,1029.6,1656,1108.6,1979.4,958.4
"gene-LOC132765423|LOC132765423",0.8,0,1.4,0,0,0,0,0.8,1.2,0.4
"gene-LGMN|LGMN",14636.4,42619.6666666667,22829.4,48313.4,29887.4,36552.4,45907.8,35968.4,25995.4,25685.4
"gene-LOC137096812|LOC137096812",6.4,10.3333333333333,7.8,12.2,9.6,18.2,3,0,1.6,0.6
"gene-ZNF292|ZNF292",693.4,956.333333333333,605.6,875.8,702.6,819,984.6,711.4,972,779.2
"gene-CPT1C|CPT1C",15.8,0.666666666666667,1.8,0,2.6,1.2,2.6,4.2,4.2,2.4
"gene-KCNJ2|KCNJ2",10,81,21.4,181.4,41.8,57,44.2,37.2,4.8,9.4
"gene-CNTN6|CNTN6",0,0,0.6,0,0,0,0,0,0,0
"gene-LOC132782767|LOC132782767",2.4,12,8.6,14.2,3.2,13.6,10.6,10.6,15.6,11
"gene-LOC132765143|LOC132765143",1706.6,3158.33333333333,1377.2,2277,956,2555.6,3512.4,5957.2,3501.2,8778.8
"gene-SLC35D3|SLC35D3",4.4,4,0.6,5.6,0,1.2,3.2,0,2.6,0
"gene-PRADC1|PRADC1",19.2,76,50,65.2,26.6,77.2,82.8,73.6,83.8,74.6
"gene-LOC132782115|LOC132782115",160.2,244,199,359.2,250.8,236.6,281,253.8,337.8,315.8
"gene-TTC28|TTC28",297.2,579.666666666667,399.8,566.4,403.6,547.8,656.8,457.6,777.2,481
"gene-XCR1|XCR1",13.2,32,8.8,33.2,12.8,44,40.4,36.6,21.6,13
"gene-SNRPC|SNRPC",215.4,358,337.2,530.6,301.2,396.4,424.6,360.4,382.4,351.4
"gene-PKM|PKM",812.6,1544,1048.8,2716,929.2,1295.4,1256,790.4,655.6,476.2
"gene-PPP1R12A|PPP1R12A",1231,1807.66666666667,977.4,1709.6,1378.4,1667.2,1610.6,1247.6,1502.8,1153.4
"gene-LOC137095442|LOC137095442",0,0,0,0,0.8,0,0,0,3.2,0
"gene-LOC132770459|LOC132770459",6.8,5.66666666666667,4.8,12,8.4,7.8,13.6,9.8,7.4,5.4
"gene-TIPRL|TIPRL",523.6,1326,686.2,1127.6,987.2,982.6,1330.2,1132,1416.2,947
"gene-LOC132777632|LOC132777632",4,5,3,5.4,3,1.4,3.4,1.8,7.8,7.4
"gene-COPS4|COPS4",711.6,1155.33333333333,705,1176.4,940,946,1091.8,1034.8,980,819.6
"gene-LOC132772781|LOC132772781",1.4,0.333333333333333,0,1,1.4,0,9,1.4,0.6,0.4
"gene-LOC132780200|LOC132780200",297,427.333333333333,273.2,371.4,299.6,377,523.6,389.2,614.2,468.2
"gene-GSTK1|GSTK1",1952.8,2744,2389.6,2872.2,3801.8,2955,2445.2,2919.2,2940.6,2555.4
"gene-LOC137097940|LOC137097940",0,2.66666666666667,1.4,3.8,0.6,3.6,3.2,3.4,2,3.8
"gene-ST3GAL1|ST3GAL1",1894,5477.66666666667,2553,5448.8,3187.6,6825.6,5862.2,5478.8,6011.4,4739.4
"gene-LOC137095234|LOC137095234",0,1.33333333333333,0,0,0,1,0,0.4,0,0
"gene-LOC137097410|LOC137097410",27,37.6666666666667,34.2,34,52.2,56.8,41.8,45,31.2,43.6
"gene-RPL3L|RPL3L",23.2,25,13.6,28.8,34.4,25.2,16.4,11.8,32.2,12.6
"gene-UBE2C|UBE2C",6.4,3.33333333333333,21.6,27.2,39.6,21.4,86.6,7.8,479.6,167.8
"gene-LOC132761653|LOC132761653",29.8,33.3333333333333,28.2,46.6,44.4,57.4,63.6,41.6,48,46.2
"gene-FOXH1|FOXH1",0,0,5.8,0,0,0,0,0,0.4,5.2
"gene-LOC137095721|LOC137095721",34.2,52.3333333333333,37.6,48.2,45.4,63.4,66,37,38.8,17.4
"gene-LOC137094831|LOC137094831",1.2,1.66666666666667,0,0.8,0,0,0,2,0.6,0
"gene-DAB2IP|DAB2IP",1010.8,1367,1022.8,1427,1001,1526.2,2036.4,1196.4,1925.2,1593
"gene-LOC132766669|LOC132766669",0,4.33333333333333,0,0,0,0,0,0,0,0.6
"gene-LOC132765921|LOC132765921",153.8,108,73.4,109.4,72,120,130.4,72.8,246,155
"gene-EDN1|EDN1",14.6,24.3333333333333,12.8,28,40.2,44.6,34,35.2,49.4,17.8
"gene-LOC137095020|LOC137095020",132.4,281.333333333333,220.2,311.6,287.4,143,246.2,240.4,165.8,203.4
"gene-SAAL1|SAAL1",609.8,598.333333333333,525.2,750.2,604.8,604.4,557.4,423.2,496.4,341.8
"gene-IFNAR1|IFNAR1",155.6,417.333333333333,183,429.8,240,334.4,464.2,340.2,344,291.6
"gene-LOC137095429|LOC137095429",165.2,364.666666666667,99.4,322.4,145.6,299.8,332.2,281,301,395.8
"gene-RAB39A|RAB39A",0,2.66666666666667,0,1,0.8,1,1.4,0,0.6,1.6
"gene-PRPH2|PRPH2",21.2,27.3333333333333,25.6,30.2,51.8,22.4,28.6,17.2,18.8,7.6
"gene-LSM5|LSM5",199.6,220,222.8,328,235.4,204.8,193,138.2,110.4,102.2
"gene-LOC137096031|LOC137096031",1.6,3.66666666666667,0,4.6,1.6,0,1.4,0,1.8,7.6
"gene-ZIC1|ZIC1",0,2,0,2,0,0.8,0,0,0,0
"gene-FGF8|FGF8",0,0,1.2,0,0,0,0,0,0,0
"gene-DNAJC2|DNAJC2",730.4,704.333333333333,589,685.8,536.6,756.2,569.2,498.6,472,298.8
"gene-LOC132780195|LOC132780195",32,34.6666666666667,25.8,25.8,42.2,27.6,26.6,12,32.2,19.6
"gene-OOSP3|OOSP3",6.2,35.3333333333333,31.6,30.6,11.6,14.4,14.6,7.8,1.2,2.8
"gene-LOC137096817|LOC137096817",5.4,6.66666666666667,7.4,13.4,9,9.6,30.8,16.6,7.8,10.6
"gene-FGF20|FGF20",263.4,194,338,275.4,500.8,465.4,183,208.4,93.8,95.4
"gene-LOC132777013|LOC132777013",1427.8,1530.66666666667,1265.4,1817.8,1902.2,2635.4,2417.2,3158,3059.8,2493.6
"gene-SPAG17|SPAG17",45.6,28.6666666666667,29.8,22.2,17.4,43.8,28.2,56.6,55.8,31.6
"gene-LOC132773622|LOC132773622",544.2,200.333333333333,669.8,178.8,288.4,96.4,703,286.4,563,59.2
"gene-PIK3IP1|PIK3IP1",440,530.333333333333,294,433.4,691.6,487.8,909,382.8,1130.6,431
"gene-TRNAQ-CUG-2|TRNAQ-CUG",0,0,0,0,0,0,0,0,0,0
"gene-LOC132777444|LOC132777444",25,71.6666666666667,30.4,54.8,28.8,52,57.8,68.4,57,63.6
"gene-LOC132771754|LOC132771754",78.4,107.666666666667,40.8,138.4,69,232.6,65.4,145.2,170.6,184.8
"gene-SFPQ|SFPQ",8486.4,6418.66666666667,6415.4,5940.6,5801.8,5274.2,8192.8,6621.6,6226.8,5804.8
"gene-ANP32B|ANP32B",6063.8,6311.66666666667,4265.8,5772.4,7891.6,5353.4,5884.2,5239.8,7615.2,4947.6
"gene-DUSP22|DUSP22",423.6,952.666666666667,437.2,1101,504.8,823.4,772.4,608.4,542.8,399.4
"gene-RPL7A|RPL7A",42047,52211.3333333333,57995.2,66165.6,65914.8,43264.8,52225.4,37694.2,67420.4,50238.4
"gene-IBA57|IBA57",53.6,76,66.6,104,52.4,107,116.4,110,86.4,105
"gene-SH3GL2|SH3GL2",25.6,34.3333333333333,19.8,58.2,35,60,32.8,58.6,28.4,20.8
"gene-LOC137095158|LOC137095158",7.8,879,7,1115.4,9.8,791.8,6.6,561.2,1.8,357.8
"gene-ARHGAP24|ARHGAP24",771.8,1219,676,880,1205.4,1583.8,2021.8,1561.6,2884.4,1928.6
"gene-LOC137094802|LOC137094802",715.8,1526,833.4,1304.2,963.2,1460.6,1741.8,1326.6,1888.2,1563.4
"gene-TMEM161A|TMEM161A",235.4,343.666666666667,324.6,379.8,316.4,353.6,417,297,344.6,318.2
"gene-LOC132767690|LOC132767690",213,213.333333333333,167.2,234.2,173,245,282.4,257.8,320.2,236.2
"gene-LOC132773994|LOC132773994",4.4,5.33333333333333,4.6,10,11.8,6.8,9.2,7.4,13.6,9.2
"gene-LOC137096365|LOC137096365",0,0,0,0,0,7.8,1.2,9,12.6,31.2
"gene-WFIKKN1|WFIKKN1",25.8,46.6666666666667,30.6,52,69.8,68.6,69.2,53,22.6,24.2
"gene-ACP2|ACP2",3734.6,4332.66666666667,5409.8,3588.8,4167.6,3694.6,3566.6,2771.6,4626,3400
"gene-LOC132763883|LOC132763883",128.6,238,201.2,257,274,326.4,468,285,404.6,311.8
"gene-SRP68|SRP68",1691.2,1946.66666666667,2427.4,1977.2,1845.6,1716.4,1846,1866.2,1839,1405.8
"gene-HSCB|HSCB",476,254.333333333333,338.2,262.6,469.8,207.6,493.6,311.8,1057.2,349.6
"gene-LOC132766378|LOC132766378",7958.6,2973.66666666667,10807,3339.8,37566.8,21809.8,9400,1185.8,776.4,6147
"gene-LOC132779605|LOC132779605",3.2,3,1.2,0.6,0,1,2.6,0.6,3.6,1
"gene-CPT1A|CPT1A",3056,7118.66666666667,2169.2,4977.8,4383.8,4412.6,3318.8,3813.2,3566.8,7537
"gene-CD151|CD151",3630.4,11024.6666666667,5258.8,14771.8,7142.2,8464.8,9184.2,5079.2,4607.8,3143.6
"gene-LOC137095276|LOC137095276",0.6,0,0,0,0,0,0,0,0,0
"gene-LOC132766283|LOC132766283",206.6,246.333333333333,161.2,314.6,263.4,217.2,331.8,271.2,696.2,368
"gene-LOC132766222|LOC132766222",87,145,75,120.6,104.8,139,159,127.4,188.8,213.2
"gene-CXCR6|CXCR6",320.4,212.666666666667,147.2,259.6,218.2,154,137.4,29.8,9.4,9
"gene-LOC132781095|LOC132781095",104.4,130.333333333333,88.2,122.6,95,97,124.2,84.2,125.8,116.6
"gene-OR11L1|OR11L1",0,0,0,0,0,0,0,0,0,0
